order_id,order_date,ship_date,customer,manufactory,product_name,segment,category,subcategory,region,zip,city,state,country,discount,profit,quantity,sales,profit_margin,Unnamed: 19,cost,profit_ratio,year,month,quarter,day_of_week
US-2020-135405,2019-01-09,2019-01-13,Melanie Seite,Newell,Newell 312,Consumer,Office Supplies,Art,Central,78041,Laredo,Texas,United States,0.2,1.168,2.0,9.344,0.125,,8.176,0.125,2019,1,1,Wednesday
US-2020-135405,2019-01-09,2019-01-13,Melanie Seite,Memorex,Memorex Micro Travel Drive 8 GB,Consumer,Technology,Accessories,Central,78041,Laredo,Texas,United States,0.2,9.75,3.0,31.2,0.3125,,21.45,0.3125,2019,1,1,Wednesday
US-2020-149020,2019-01-10,2019-01-15,Anthony Jacobs,Howard Miller,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Corporate,Furniture,Furnishings,South,22153,Springfield,Virginia,United States,0.0,21.2954,1.0,51.94,0.41,,30.644599999999997,0.41000000000000003,2019,1,1,Thursday
US-2020-149020,2019-01-10,2019-01-15,Anthony Jacobs,Avery,Avery 482,Corporate,Office Supplies,Labels,South,22153,Springfield,Virginia,United States,0.0,1.3583,1.0,2.89,0.47,,1.5317,0.47000000000000003,2019,1,1,Thursday
US-2020-130092,2019-01-11,2019-01-14,Seth Vernon,DAX,"DAX Value U-Channel Document Frames, Easel Back",Consumer,Furniture,Furnishings,East,19901,Dover,Delaware,United States,0.0,3.0814,2.0,9.94,0.31,,6.858599999999999,0.31,2019,1,1,Friday
US-2020-109232,2019-01-13,2019-01-16,Natalie DeCherney,Global,Global Highback Leather Tilter in Burgundy,Consumer,Furniture,Chairs,South,29464,Mount Pleasant,South Carolina,United States,0.0,87.3504,6.0,460.21000000000004,0.16,,458.5896000000001,0.15999999999999998,2019,1,1,Sunday
US-2020-118192,2019-01-13,2019-01-18,Michael Moore,Xerox,Xerox 1923,Consumer,Office Supplies,Paper,East,43055,Newark,Ohio,United States,0.2,13.0928,7.0,37.408,0.35,,24.3152,0.35,2019,1,1,Sunday
US-2020-157147,2019-01-13,2019-01-18,Brian Dahlen,O'Sullivan,"O'Sullivan Elevations Bookcase, Cherry Finish",Consumer,Furniture,Bookcases,West,94109,San Francisco,California,United States,0.15,3.9294,3.0,333.999,0.011764706,,330.06960000000004,0.01176470588235294,2019,1,1,Sunday
US-2020-157147,2019-01-13,2019-01-18,Brian Dahlen,Other,4009 Highlighters by Sanford,Consumer,Office Supplies,Art,West,94109,San Francisco,California,United States,0.0,6.567,5.0,19.9,0.33,,13.332999999999998,0.33,2019,1,1,Sunday
US-2020-157147,2019-01-13,2019-01-18,Brian Dahlen,Tennsco,Tennsco 6- and 18-Compartment Lockers,Consumer,Office Supplies,Storage,West,94109,San Francisco,California,United States,0.0,92.21069999999999,5.0,460.21000000000004,0.18,,1087.197,0.18,2019,1,1,Sunday
US-2020-162775,2019-01-13,2019-01-15,Chris Selesnick,3-ring staple pack,3-ring staple pack,Corporate,Office Supplies,Binders,South,71111,Bossier City,Louisiana,United States,0.0,2.7072,3.0,5.64,0.48,,2.9328,0.48,2019,1,1,Sunday
US-2020-162775,2019-01-13,2019-01-15,Chris Selesnick,Other,Brown Kraft Recycled Envelopes,Corporate,Office Supplies,Envelopes,South,71111,Bossier City,Louisiana,United States,0.0,25.47,3.0,50.94,0.5,,25.47,0.5,2019,1,1,Sunday
US-2020-162775,2019-01-13,2019-01-15,Chris Selesnick,Staple envelope,Staple envelope,Corporate,Office Supplies,Envelopes,South,71111,Bossier City,Louisiana,United States,0.0,5.3392,2.0,11.36,0.47,,6.0207999999999995,0.47000000000000003,2019,1,1,Sunday
US-2020-162775,2019-01-13,2019-01-15,Chris Selesnick,Fellowes,Fellowes Stor/Drawer Steel Plus Storage Drawers,Corporate,Office Supplies,Storage,South,71111,Bossier City,Louisiana,United States,0.0,34.3548,6.0,460.21000000000004,0.06,,538.2252000000001,0.05999999999999999,2019,1,1,Sunday
US-2020-162775,2019-01-13,2019-01-15,Chris Selesnick,Plantronics,Plantronics S12 Corded Telephone Headset System,Corporate,Technology,Accessories,South,71111,Bossier City,Louisiana,United States,0.0,92.21069999999999,6.0,460.21000000000004,0.4,,388.044,0.4,2019,1,1,Sunday
US-2020-103366,2019-01-15,2019-01-17,Erica Hackney,Logitech,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Consumer,Technology,Accessories,South,30076,Roswell,Georgia,United States,0.0,65.978,5.0,149.95,0.44,,83.972,0.44,2019,1,1,Tuesday
US-2020-115791,2019-01-16,2019-01-18,Delfina Latchford,DAX,DAX Black Cherry Wood-Tone Poster Frame,Consumer,Furniture,Furnishings,East,19134,Philadelphia,Pennsylvania,United States,0.2,28.5984,6.0,127.104,0.225,,98.5056,0.225,2019,1,1,Wednesday
US-2020-115791,2019-01-16,2019-01-18,Delfina Latchford,Other,Round Specialty Laser Printer Labels,Consumer,Office Supplies,Labels,East,19134,Philadelphia,Pennsylvania,United States,0.2,10.1493,3.0,30.072,0.3375,,19.9227,0.3375,2019,1,1,Wednesday
US-2020-123477,2019-01-18,2019-01-21,David Wiener,Fellowes,Fellowes Mighty 8 Compact Surge Protector,Corporate,Office Supplies,Appliances,West,97477,Springfield,Oregon,United States,0.2,6.4864,4.0,64.864,0.1,,58.3776,0.09999999999999999,2019,1,1,Friday
US-2020-146591,2019-01-19,2019-01-20,Toby Swindell,Tyvek,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Consumer,Office Supplies,Envelopes,West,85254,Scottsdale,Arizona,United States,0.2,36.693,5.0,108.72,0.3375,,72.027,0.33749999999999997,2019,1,1,Saturday
US-2020-146591,2019-01-19,2019-01-20,Toby Swindell,TOPS,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Consumer,Office Supplies,Paper,West,85254,Scottsdale,Arizona,United States,0.2,19.6224,4.0,56.064,0.35,,36.4416,0.35,2019,1,1,Saturday
US-2020-147627,2019-01-20,2019-01-26,Hunter Lopez,Hon,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Consumer,Furniture,Chairs,South,72401,Jonesboro,Arkansas,United States,0.0,92.21069999999999,3.0,460.21000000000004,0.21,,843.6726000000001,0.21,2019,1,1,Sunday
US-2020-147627,2019-01-20,2019-01-26,Hunter Lopez,Eldon,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Consumer,Furniture,Furnishings,South,72401,Jonesboro,Arkansas,United States,0.0,11.58,4.0,38.6,0.3,,27.020000000000003,0.3,2019,1,1,Sunday
US-2020-147627,2019-01-20,2019-01-26,Hunter Lopez,Newell,Newell 351,Consumer,Office Supplies,Art,South,72401,Jonesboro,Arkansas,United States,0.0,6.6584,7.0,22.96,0.29,,16.3016,0.29,2019,1,1,Sunday
US-2020-147627,2019-01-20,2019-01-26,Hunter Lopez,Newell,Newell 327,Consumer,Office Supplies,Art,South,72401,Jonesboro,Arkansas,United States,0.0,1.7901,3.0,6.63,0.27,,4.8399,0.27,2019,1,1,Sunday
US-2020-147627,2019-01-20,2019-01-26,Hunter Lopez,Staple envelope,Staple envelope,Consumer,Office Supplies,Envelopes,South,72401,Jonesboro,Arkansas,United States,0.0,10.9698,3.0,23.34,0.47,,12.3702,0.47,2019,1,1,Sunday
US-2020-147627,2019-01-20,2019-01-26,Hunter Lopez,Apple,Apple iPhone 5C,Consumer,Technology,Phones,South,72401,Jonesboro,Arkansas,United States,0.0,92.21069999999999,7.0,460.21000000000004,0.26,,517.9481999999999,0.26,2019,1,1,Sunday
US-2020-148614,2019-01-20,2019-01-25,Mark Van Huff,Eldon,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Consumer,Furniture,Furnishings,West,90049,Los Angeles,California,United States,0.0,5.79,2.0,19.3,0.3,,13.510000000000002,0.3,2019,1,1,Sunday
US-2020-148614,2019-01-20,2019-01-25,Mark Van Huff,Wirebound,"Wirebound Service Call Books, 5 1/2"" x 4""",Consumer,Office Supplies,Paper,West,90049,Los Angeles,California,United States,0.0,9.2928,2.0,19.36,0.48,,10.0672,0.48,2019,1,1,Sunday
US-2020-167927,2019-01-20,2019-01-26,Xylona Preis,Ultra,Ultra Door Push Plate,Consumer,Furniture,Furnishings,Central,48185,Westland,Michigan,United States,0.0,4.8609,3.0,14.73,0.33,,9.8691,0.33,2019,1,1,Sunday
US-2020-167927,2019-01-20,2019-01-26,Xylona Preis,Eldon,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Consumer,Furniture,Furnishings,Central,48185,Westland,Michigan,United States,0.0,30.0234,3.0,272.94,0.11,,242.9166,0.11,2019,1,1,Sunday
US-2020-167927,2019-01-20,2019-01-26,Xylona Preis,Holmes,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Consumer,Office Supplies,Appliances,Central,48185,Westland,Michigan,United States,0.1,92.21069999999999,4.0,247.716,0.377777778,,154.13440000000003,0.37777777777777777,2019,1,1,Sunday
US-2020-167927,2019-01-20,2019-01-26,Xylona Preis,Panasonic,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Consumer,Office Supplies,Art,Central,48185,Westland,Michigan,United States,0.0,12.7368,3.0,43.92,0.29,,31.1832,0.29,2019,1,1,Sunday
US-2020-167927,2019-01-20,2019-01-26,Xylona Preis,Acco,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Consumer,Office Supplies,Binders,Central,48185,Westland,Michigan,United States,0.0,8.9535,5.0,19.05,0.47,,10.0965,0.47,2019,1,1,Sunday
US-2020-167927,2019-01-20,2019-01-26,Xylona Preis,Storex,Storex Dura Pro Binders,Consumer,Office Supplies,Binders,Central,48185,Westland,Michigan,United States,0.0,13.365,5.0,29.7,0.45,,16.335,0.45,2019,1,1,Sunday
US-2020-167927,2019-01-20,2019-01-26,Xylona Preis,Eldon,Eldon Fold 'N Roll Cart System,Consumer,Office Supplies,Storage,Central,48185,Westland,Michigan,United States,0.0,4.0542,1.0,13.98,0.29,,9.9258,0.29,2019,1,1,Sunday
US-2020-167927,2019-01-20,2019-01-26,Xylona Preis,Fellowes,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Consumer,Office Supplies,Storage,Central,48185,Westland,Michigan,United States,0.0,15.9792,2.0,66.58,0.24,,50.6008,0.24000000000000002,2019,1,1,Sunday
US-2020-110422,2019-01-21,2019-01-23,Tom Boeckenhauer,Ultra,Ultra Door Pull Handle,Consumer,Furniture,Furnishings,South,33180,Miami,Florida,United States,0.2,4.1028,3.0,25.248,0.1625,,21.145200000000003,0.1625,2019,1,1,Monday
US-2020-102645,2019-01-23,2019-01-28,Ionia McGrath,Xerox,Xerox 195,Consumer,Office Supplies,Paper,West,89115,Las Vegas,Nevada,United States,0.0,19.2384,6.0,40.08,0.48,,20.8416,0.48,2019,1,1,Wednesday
US-2020-146997,2019-01-23,2019-01-27,Speros Goranitis,Alliance,"Alliance Big Bands Rubber Bands, 12/Pack",Consumer,Office Supplies,Fasteners,Central,47905,Lafayette,Indiana,United States,0.0,0.0,3.0,5.94,0.0,,5.94,0.0,2019,1,1,Wednesday
US-2020-155502,2019-01-26,2019-01-31,Shirley Daniels,Eldon,Eldon Image Series Black Desk Accessories,Home Office,Furniture,Furnishings,South,22304,Alexandria,Virginia,United States,0.0,4.4712,3.0,12.42,0.36,,7.9488,0.36,2019,1,1,Saturday
US-2020-155502,2019-01-26,2019-01-31,Shirley Daniels,GE,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",Home Office,Furniture,Furnishings,South,22304,Alexandria,Virginia,United States,0.0,30.7818,3.0,62.82,0.49,,32.0382,0.49,2019,1,1,Saturday
US-2020-155502,2019-01-26,2019-01-31,Shirley Daniels,REDIFORM,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Home Office,Office Supplies,Paper,South,22304,Alexandria,Virginia,United States,0.0,8.34,2.0,16.68,0.5,,8.34,0.5,2019,1,1,Saturday
US-2020-155502,2019-01-26,2019-01-31,Shirley Daniels,Eureka,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Home Office,Office Supplies,Paper,South,22304,Alexandria,Virginia,United States,0.0,9.3312,3.0,19.44,0.48,,10.1088,0.48000000000000004,2019,1,1,Saturday
US-2020-155502,2019-01-26,2019-01-31,Shirley Daniels,SAFCO,"SAFCO Commercial Wire Shelving, 72h",Home Office,Office Supplies,Storage,South,22304,Alexandria,Virginia,United States,0.0,0.0,8.0,460.21000000000004,0.0,,489.92,0.0,2019,1,1,Saturday
US-2020-155502,2019-01-26,2019-01-31,Shirley Daniels,Jabra,Jabra SPEAK 410,Home Office,Technology,Phones,South,22304,Alexandria,Virginia,United States,0.0,52.6344,2.0,187.98,0.28,,135.3456,0.28,2019,1,1,Saturday
US-2020-155502,2019-01-26,2019-01-31,Shirley Daniels,Other,Macally Suction Cup Mount,Home Office,Technology,Phones,South,22304,Alexandria,Virginia,United States,0.0,0.0,13.0,155.35,0.0,,155.35,0.0,2019,1,1,Saturday
US-2020-167997,2019-01-26,2019-01-29,Carol Adams,SAFCO,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Corporate,Furniture,Bookcases,Central,57701,Rapid City,South Dakota,United States,0.0,39.7488,2.0,141.96,0.28,,102.2112,0.28,2019,1,1,Saturday
US-2020-167997,2019-01-26,2019-01-29,Carol Adams,Wilson Jones,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Corporate,Office Supplies,Binders,Central,57701,Rapid City,South Dakota,United States,0.0,5.0196,2.0,10.68,0.47,,5.6604,0.47,2019,1,1,Saturday
US-2020-117163,2019-01-27,2019-02-02,Ed Jacobs,Dixon,Dixon Ticonderoga Core-Lock Colored Pencils,Consumer,Office Supplies,Art,West,92037,San Diego,California,United States,0.0,12.0252,4.0,36.44,0.33,,24.4148,0.33,2019,1,1,Sunday
US-2020-117163,2019-01-27,2019-02-02,Ed Jacobs,Other,Recycled Steel Personal File for Hanging File Folders,Consumer,Office Supplies,Storage,West,92037,San Diego,California,United States,0.0,14.3075,1.0,57.23,0.25,,42.9225,0.25,2019,1,1,Sunday
US-2020-100328,2019-01-28,2019-02-03,Jasper Cacioppo,Pressboard,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Consumer,Office Supplies,Binders,East,10024,New York City,New York,United States,0.2,1.3257,1.0,3.928,0.3375,,2.6022999999999996,0.3375,2019,1,1,Monday
US-2020-134103,2019-01-30,2019-02-04,Mike Vittorini,Xerox,Xerox 1972,Consumer,Office Supplies,Paper,Central,48234,Detroit,Michigan,United States,0.0,4.752,2.0,10.56,0.45,,5.808000000000001,0.44999999999999996,2019,1,1,Wednesday
US-2020-134103,2019-01-30,2019-02-04,Mike Vittorini,Space Solutions,Space Solutions HD Industrial Steel Shelving.,Consumer,Office Supplies,Storage,Central,48234,Detroit,Michigan,United States,0.0,6.8982,2.0,229.94,0.03,,223.0418,0.030000000000000002,2019,1,1,Wednesday
US-2020-115161,2019-01-31,2019-02-02,Liz Carlisle,Sauder,"Sauder Facets Collection Library, Sky Alder Finish",Consumer,Furniture,Bookcases,West,92691,Mission Viejo,California,United States,0.15,3.4196,2.0,290.666,0.011764706,,287.2464,0.011764705882352941,2019,1,1,Thursday
US-2020-140795,2019-02-01,2019-02-03,Bradley Drucker,Enermax,Enermax Aurora Lite Keyboard,Consumer,Technology,Accessories,Central,54302,Green Bay,Wisconsin,United States,0.0,92.21069999999999,6.0,460.21000000000004,0.44,,262.58399999999995,0.44,2019,2,1,Friday
US-2020-123400,2019-02-02,2019-02-09,Eric Barreto,AT&T,AT&T 17929 Lendline Telephone,Consumer,Technology,Phones,South,33710,Saint Petersburg,Florida,United States,0.2,13.572,5.0,180.96,0.075,,167.388,0.075,2019,2,1,Saturday
US-2020-139857,2019-02-02,2019-02-06,Cynthia Delaney,Other,Staples,Home Office,Office Supplies,Fasteners,West,92037,San Diego,California,United States,0.0,5.8045,5.0,12.35,0.47,,6.5455,0.47000000000000003,2019,2,1,Saturday
US-2020-111059,2019-02-03,2019-02-06,Tom Boeckenhauer,Avery,Avery Durable Poly Binders,Consumer,Office Supplies,Binders,West,98105,Seattle,Washington,United States,0.2,4.3134,3.0,13.272,0.325,,8.9586,0.32499999999999996,2019,2,1,Sunday
US-2020-111059,2019-02-03,2019-02-06,Tom Boeckenhauer,Ibico,Ibico Laser Imprintable Binding System Covers,Consumer,Office Supplies,Binders,West,98105,Seattle,Washington,United States,0.2,27.248,2.0,83.84,0.325,,56.592,0.325,2019,2,1,Sunday
US-2020-104808,2019-02-04,2019-02-08,Mark Haberlin,GBC,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Corporate,Office Supplies,Binders,West,92025,Escondido,California,United States,0.2,6.0368,2.0,17.248,0.35,,11.211200000000002,0.35,2019,2,1,Monday
US-2020-107181,2019-02-04,2019-02-08,Deborah Brumfield,GBC,GBC Recycled Grain Textured Covers,Home Office,Office Supplies,Binders,West,92024,San Diego,California,United States,0.2,29.0136,3.0,82.896,0.35,,53.882400000000004,0.35,2019,2,1,Monday
US-2020-107181,2019-02-04,2019-02-08,Deborah Brumfield,Message Book,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Home Office,Office Supplies,Paper,West,92024,San Diego,California,United States,0.0,16.0928,4.0,34.24,0.47,,18.1472,0.47,2019,2,1,Monday
US-2020-131905,2019-02-06,2019-02-09,Neil Ducich,Avery,Avery 480,Corporate,Office Supplies,Labels,South,23320,Chesapeake,Virginia,United States,0.0,7.2,4.0,15.0,0.48,,7.8,0.48000000000000004,2019,2,1,Wednesday
US-2020-131905,2019-02-06,2019-02-09,Neil Ducich,AT&T,AT&T CL82213,Corporate,Technology,Phones,South,23320,Chesapeake,Virginia,United States,0.0,42.0355,5.0,144.95,0.29,,102.91449999999999,0.29000000000000004,2019,2,1,Wednesday
US-2020-131905,2019-02-06,2019-02-09,Neil Ducich,Other,Aastra 57i VoIP phone,Corporate,Technology,Phones,South,23320,Chesapeake,Virginia,United States,0.0,42.0186,1.0,161.61,0.26,,119.59140000000002,0.25999999999999995,2019,2,1,Wednesday
US-2020-107755,2019-02-07,2019-02-12,Cyma Kinney,Maxell,Maxell DVD-RAM Discs,Corporate,Technology,Accessories,East,7036,Linden,New Jersey,United States,0.0,49.6048,7.0,115.36,0.43,,65.7552,0.43,2019,2,1,Thursday
US-2020-169390,2019-02-07,2019-02-10,Chris Selesnick,Acco,Acco Perma 4000 Stacking Storage Drawers,Corporate,Office Supplies,Storage,East,10024,New York City,New York,United States,0.0,9.744,4.0,64.96,0.15,,55.215999999999994,0.15000000000000002,2019,2,1,Thursday
US-2020-125759,2019-02-08,2019-02-09,Nathan Mautz,Master Caster,"Master Caster Door Stop, Large Brown",Home Office,Furniture,Furnishings,West,89031,North Las Vegas,Nevada,United States,0.0,5.5328,2.0,14.56,0.38,,9.0272,0.38,2019,2,1,Friday
US-2020-127614,2019-02-11,2019-02-15,Natalie Fritzler,Hon,Hon 2111 Invitation Series Corner Table,Consumer,Furniture,Tables,South,23320,Chesapeake,Virginia,United States,0.0,75.3732,6.0,460.21000000000004,0.06,,1180.8468,0.06,2019,2,1,Monday
US-2020-127614,2019-02-11,2019-02-15,Natalie Fritzler,Wilson Jones,Wilson Jones Leather-Like Binders with DublLock Round Rings,Consumer,Office Supplies,Binders,South,23320,Chesapeake,Virginia,United States,0.0,8.2062,2.0,17.46,0.47,,9.2538,0.47000000000000003,2019,2,1,Monday
US-2020-127614,2019-02-11,2019-02-15,Natalie Fritzler,Enermax,Enermax Aurora Lite Keyboard,Consumer,Technology,Accessories,South,23320,Chesapeake,Virginia,United States,0.0,92.21069999999999,3.0,234.45,0.44,,131.29199999999997,0.44,2019,2,1,Monday
US-2020-168368,2019-02-11,2019-02-15,Guy Armstrong,Global,"Global Value Mid-Back Manager's Chair, Gray",Consumer,Furniture,Chairs,Central,65203,Columbia,Missouri,United States,0.0,15.2225,1.0,60.89,0.25,,45.667500000000004,0.25,2019,2,1,Monday
US-2020-168368,2019-02-11,2019-02-15,Guy Armstrong,Other,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Consumer,Furniture,Furnishings,Central,65203,Columbia,Missouri,United States,0.0,53.2704,3.0,332.94,0.16,,279.6696,0.16,2019,2,1,Monday
US-2020-168368,2019-02-11,2019-02-15,Guy Armstrong,Other,VariCap6 Expandable Binder,Consumer,Office Supplies,Binders,Central,65203,Columbia,Missouri,United States,0.0,24.393,3.0,51.9,0.47,,27.506999999999998,0.47000000000000003,2019,2,1,Monday
US-2020-168368,2019-02-11,2019-02-15,Guy Armstrong,Wilson Jones,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Consumer,Office Supplies,Binders,Central,65203,Columbia,Missouri,United States,0.0,4.4344,2.0,9.64,0.46,,5.2056000000000004,0.45999999999999996,2019,2,1,Monday
US-2020-168368,2019-02-11,2019-02-15,Guy Armstrong,Avery,Avery 483,Consumer,Office Supplies,Labels,Central,65203,Columbia,Missouri,United States,0.0,6.8724,3.0,14.94,0.46,,8.067599999999999,0.46,2019,2,1,Monday
US-2020-168368,2019-02-11,2019-02-15,Guy Armstrong,Fellowes,Fellowes Neat Ideas Storage Cubes,Consumer,Office Supplies,Storage,Central,65203,Columbia,Missouri,United States,0.0,2.5984,2.0,64.96,0.04,,62.361599999999996,0.04,2019,2,1,Monday
US-2020-107706,2019-02-14,2019-02-19,Shui Tom,Other,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Consumer,Office Supplies,Paper,Central,77095,Houston,Texas,United States,0.2,6.066,3.0,16.176,0.375,,10.11,0.375,2019,2,1,Thursday
US-2020-121762,2019-02-14,2019-02-18,Marina Lichtenstein,Belkin,Belkin 8 Outlet Surge Protector,Corporate,Office Supplies,Appliances,West,98103,Seattle,Washington,United States,0.0,22.9488,2.0,81.96,0.28,,59.011199999999995,0.28,2019,2,1,Thursday
US-2020-121762,2019-02-14,2019-02-18,Marina Lichtenstein,Other,Compact Automatic Electric Letter Opener,Corporate,Office Supplies,Supplies,West,98103,Seattle,Washington,United States,0.0,4.7724,2.0,238.62,0.02,,233.8476,0.02,2019,2,1,Thursday
US-2020-121762,2019-02-14,2019-02-18,Marina Lichtenstein,Logitech,Logitech G600 MMO Gaming Mouse,Corporate,Technology,Accessories,West,98103,Seattle,Washington,United States,0.0,86.3892,3.0,239.97,0.36,,153.5808,0.36,2019,2,1,Thursday
US-2020-165568,2019-02-15,2019-02-19,Barry Französisch,Pressboard,Pressboard Data Binders by Wilson Jones,Corporate,Office Supplies,Binders,West,98105,Seattle,Washington,United States,0.2,7.209,5.0,21.36,0.3375,,14.151,0.33749999999999997,2019,2,1,Friday
US-2020-154165,2019-02-17,2019-02-24,Delfina Latchford,Staples in misc. colors,Staples in misc. colors,Consumer,Office Supplies,Art,Central,60653,Chicago,Illinois,United States,0.2,8.8088,14.0,54.208,0.1625,,45.3992,0.1625,2019,2,1,Sunday
US-2020-109491,2019-02-20,2019-02-26,Linda Cazamias,Master Caster,"Master Caster Door Stop, Brown",Corporate,Furniture,Furnishings,Central,47374,Richmond,Indiana,United States,0.0,6.9088,4.0,20.32,0.34,,13.411200000000001,0.34,2019,2,1,Wednesday
US-2020-109491,2019-02-20,2019-02-26,Linda Cazamias,Enermax,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Corporate,Technology,Accessories,Central,47374,Richmond,Indiana,United States,0.0,22.4316,3.0,62.31,0.36,,39.8784,0.36,2019,2,1,Wednesday
US-2020-164903,2019-02-20,2019-02-24,Steven Roelle,Xerox,Xerox 204,Home Office,Office Supplies,Paper,West,90049,Los Angeles,California,United States,0.0,6.2208,2.0,12.96,0.48,,6.739200000000001,0.4799999999999999,2019,2,1,Wednesday
US-2020-133354,2019-02-22,2019-02-24,Sue Ann Reed,Xerox,Xerox 220,Consumer,Office Supplies,Paper,West,92553,Moreno Valley,California,United States,0.0,9.3312,3.0,19.44,0.48,,10.1088,0.48000000000000004,2019,2,1,Friday
